phase,flux,flux_err,symmetric,tail,multistart_symmetric
-0.47851335490392444,0.9954764581526315,0.0003179475180068763,1.0,1.0,1.0
-0.47844777581954645,0.9952676651935807,0.0003048966802794321,1.0,1.0,1.0
-0.47837870262789295,0.9955738354476776,0.0003134460129194303,1.0,1.0,1.0
-0.47832264312407347,0.9961532919515762,0.0003203906937996735,1.0,1.0,1.0
-0.4782866289783385,0.9951378777020298,0.0003179736246551848,1.0,1.0,1.0
-0.47820380526204076,0.99642274819972,0.00030454835724290125,1.0,1.0,1.0
-0.47793489756753615,0.9967287737596784,0.0003043026184671703,1.0,1.0,1.0
-0.4777563386824113,0.9957685204385269,0.0003136295247398837,1.0,1.0,1.0
-0.4777408221187427,0.9953833350550657,0.00031270339518408034,1.0,1.0,1.0
-0.47764851620058835,0.9951410682055927,0.00031884820805771206,1.0,1.0,1.0
-0.4776250644099491,0.9963256529646068,0.00030481666956146467,1.0,1.0,1.0
-0.47746407966164384,0.9955566311023971,0.0003049996977512023,1.0,1.0,1.0
-0.4773715836016237,0.9957116524637193,0.0003172086904399798,1.0,1.0,1.0
-0.4773302830831767,0.9952096099990839,0.00031881105374515054,1.0,1.0,1.0
-0.47714753916145014,0.9958357555682167,0.00030534451065718546,1.0,1.0,1.0
-0.4770314802145563,0.9955121590255904,0.00031424831194222915,1.0,1.0,1.0
-0.4770015996574557,0.9959308528886249,0.0003195063823738892,1.0,1.0,1.0
-0.4768779332795532,0.9962071429231041,0.0003051771411518411,1.0,1.0,1.0
-0.47663241097038167,0.9957596787043018,0.00030487979431506645,1.0,1.0,1.0
-0.4765219947960375,0.99553543502157,0.00031800869355613916,1.0,1.0,1.0
-0.47648443965326237,0.996106771003803,0.0003190001177142405,1.0,1.0,1.0
-0.47645817217241415,0.9953382099643273,0.0003203643238361015,1.0,1.0,1.0
-0.47638650111662173,0.9958023478786809,0.00030451378846233515,1.0,1.0,1.0
-0.4763516721584935,0.9952265463728515,0.0003136974582239011,1.0,1.0,1.0
-0.47632911633724007,0.9960692602403024,0.0003180040884065851,1.0,1.0,1.0
-0.4761109073974126,0.9972809305390831,0.00030437704081365794,1.0,1.0,1.0
-0.47599877613311037,0.9957768363815467,0.00030531548374321303,1.0,1.0,1.0
-0.47578997147093105,0.9970414951453467,0.00030494470916453745,1.0,1.0,1.0
-0.4757490683453227,0.9960173597579832,0.00031875194676665963,1.0,1.0,1.0
-0.47570703106232504,0.9958886103968364,0.00031303159675933115,1.0,1.0,1.0
-0.475630335883352,0.9961902404324471,0.0003052753272921794,1.0,1.0,1.0
-0.4753983009365186,0.9970665222545491,0.00031797327564149415,1.0,1.0,1.0
-0.47539301380263055,0.9959446470090627,0.0003189207428715425,1.0,1.0,1.0
-0.47532406543177785,0.9956996528786088,0.00030526115981097216,1.0,1.0,1.0
-0.4751221194313757,0.9964116941218711,0.00031961852193402684,1.0,1.0,1.0
-0.4750608206425113,0.9964508776297135,0.0003050165251840083,1.0,1.0,1.0
-0.4750158895470946,0.9963758083159914,0.0003143795195046283,1.0,1.0,1.0
-0.4748171830238732,0.9966533101213968,0.0003048942923975866,1.0,1.0,1.0
-0.4745684405880297,0.9963878863642169,0.00030461311180913445,1.0,1.0,1.0
-0.4745681652860867,0.9958216816266839,0.0003190102121719944,1.0,1.0,1.0
